date,price
2014/5/5,34.8
2014/5/6,34.6
2014/5/7,35.05
2014/5/8,35.6
2014/5/9,35.75
2014/5/12,36.2
2014/5/13,36.65
2014/5/14,37.4
2014/5/15,39.4
2014/5/16,41.05
2014/5/19,40.55
2014/5/20,40.4
2014/5/21,39.3
2014/5/22,42.05
2014/5/23,42.15
2014/5/26,42.25
2014/5/27,43.5
2014/5/28,44.4
2014/5/29,44.45
2014/5/30,44.6
2014/6/3,43.2
2014/6/4,44.7
2014/6/5,44.6
2014/6/6,44.5
2014/6/9,44.35
2014/6/10,43.3
2014/6/11,43.95
2014/6/12,43.8
2014/6/13,43.15
2014/6/16,44
2014/6/17,43.75
2014/6/18,43.6
2014/6/19,45.9
2014/6/20,45.5
2014/6/23,44
2014/6/24,46
2014/6/25,44.7
2014/6/26,44.55
2014/6/27,44.45
2014/6/30,45
2014/7/1,44.7
2014/7/2,45.1
2014/7/3,45.3
2014/7/4,45.75
2014/7/7,48.4
2014/7/8,48.65
2014/7/9,52
2014/7/10,50.6
2014/7/11,48.7
2014/7/14,49
2014/7/15,48.15
2014/7/16,46.75
2014/7/17,46.7
2014/7/18,46.4
2014/7/21,46.85
2014/7/22,48.25
2014/7/24,49.65
2014/7/25,48.1
2014/7/28,47.45
2014/7/29,45.75
2014/7/30,46.2
2014/7/31,46.55
2014/8/1,45.5
2014/8/4,44.8
2014/8/5,44.8
2014/8/6,42.1
2014/8/7,40
2014/8/8,40.1
2014/8/11,42.9
2014/8/12,42.1
2014/8/13,42.9
2014/8/14,41.8
2014/8/15,42.1
2014/8/18,42.2
2014/8/19,43.4
2014/8/20,42.35
2014/8/21,40.8
2014/8/22,41.3
2014/8/25,41.75
2014/8/26,41.95
2014/8/27,41.9
2014/8/28,41.25
2014/8/29,41.05
2014/9/1,41.2
2014/9/2,43
2014/9/3,41.9
2014/9/4,41.9
2014/9/5,42.15
2014/9/9,42.2
2014/9/10,42.55
2014/9/11,42.65
2014/9/12,40.5
2014/9/15,38.6
2014/9/16,38.4
2014/9/17,38
2014/9/18,38.55
2014/9/19,41.1
2014/9/22,40.25
2014/9/23,39.5
2014/9/24,39.1
2014/9/25,38.5
2014/9/26,38.7
2014/9/29,38.65
2014/9/30,37.55
2014/10/1,38.15
2014/10/2,40
2014/10/3,39.85
2014/10/6,39.35
2014/10/7,38.55
2014/10/8,38.75
2014/10/9,37.25
2014/10/13,35.6
2014/10/14,36.95
2014/10/15,36.2
2014/10/16,36.2
2014/10/17,36.9
2014/10/20,37.5
2014/10/21,36.7
2014/10/22,37.15
2014/10/23,36.8
2014/10/24,36.2
2014/10/27,35.55
2014/10/28,36.1
2014/10/29,37.3
2014/10/30,36.8
2014/10/31,37.15
2014/11/3,39
2014/11/4,39
2014/11/5,38.25
2014/11/6,37.8
2014/11/7,38.8
2014/11/10,38.65
2014/11/11,38.7
2014/11/12,37.7
2014/11/13,36.3
2014/11/14,36.5
2014/11/17,35.5
2014/11/18,33.5
2014/11/19,33.95
2014/11/20,34
2014/11/21,34.5
2014/11/24,33.85
2014/11/25,33.55
2014/11/26,33.6
2014/11/27,33.8
2014/11/28,33.75
2014/12/1,33.45
2014/12/2,32.85
2014/12/3,34.1
2014/12/4,35.85
2014/12/5,35.6
2014/12/8,35.1
2014/12/9,34.55
2014/12/10,34.4
2014/12/11,34.2
2014/12/12,34.65
2014/12/15,34.45
2014/12/16,33.8
2014/12/17,33.45
2014/12/18,33.15
2014/12/19,33.05
2014/12/22,33.5
2014/12/23,33.9
2014/12/24,34.35
2014/12/25,34.55
2014/12/26,34.6
2014/12/27,34.65
2014/12/29,34.45
2014/12/30,34.2
2014/12/31,34.1
2015/1/5,34.5
2015/1/6,34.2
2015/1/7,34.1
2015/1/8,34.4
2015/1/9,34.3
2015/1/12,34
2015/1/13,34.1
2015/1/14,33.9
2015/1/15,34.2
2015/1/16,33.75
2015/1/19,33.35
2015/1/20,33.35
2015/1/21,33.55
2015/1/22,34.35
2015/1/23,34.35
2015/1/26,34.3
2015/1/27,34.2
2015/1/28,36.1
2015/1/29,35.8
2015/1/30,35.4
2015/2/2,34.75
2015/2/3,36.2
2015/2/4,36.45
2015/2/5,36.35
2015/2/6,37.1
2015/2/9,37.85
2015/2/10,37.95
2015/2/11,38.35
2015/2/12,38.5
2015/2/13,38.25
2015/2/24,38.7
2015/2/25,38.25
2015/2/26,38
2015/3/2,38.5
2015/3/3,37.3
2015/3/4,37.25
2015/3/5,37.3
2015/3/6,37.55
2015/3/9,38.3
2015/3/10,37.1
2015/3/11,36.7
2015/3/12,36.7
2015/3/13,36.9
2015/3/16,36.85
2015/3/17,36.6
2015/3/18,36.5
2015/3/19,37.55
2015/3/20,36.9
2015/3/23,37
2015/3/24,37.25
2015/3/25,36.75
2015/3/26,37
2015/3/27,36.85
2015/3/30,37
2015/3/31,37.15
2015/4/1,36.7
2015/4/2,36.3
2015/4/7,35.7
2015/4/8,35.25
2015/4/9,35.1
2015/4/10,34.25
2015/4/13,34.95
2015/4/14,35.1
2015/4/15,35.2
2015/4/16,35.35
2015/4/17,35.15
2015/4/20,34.55
2015/4/21,34.15
2015/4/22,34.5
2015/4/23,35.5
2015/4/24,36
2015/4/27,36.75
2015/4/28,36.75
2015/4/29,36.1
2015/4/30,36.7
2015/5/4,36.65
2015/5/5,37
2015/5/6,37.15
2015/5/7,36.2
2015/5/8,35.1
2015/5/11,33.65
2015/5/12,32.9
2015/5/13,33.75
2015/5/14,34.7
2015/5/15,35.05
2015/5/18,34.7
2015/5/19,35.65
2015/5/20,35.15
2015/5/21,34.55
2015/5/22,34.55
2015/5/25,34.15
2015/5/26,34.4
2015/5/27,34.25
2015/5/28,35.45
2015/5/29,34.95
2015/6/1,35.5
2015/6/2,35
2015/6/3,34.7
2015/6/4,34.1
2015/6/5,33.75
2015/6/8,33.8
2015/6/9,32.65
2015/6/10,32.6
2015/6/11,31.7
2015/6/12,31.05
2015/6/15,32.1
2015/6/16,31.7
2015/6/17,31.85
2015/6/18,32.95
2015/6/22,32.8
2015/6/23,32.55
2015/6/24,31.8
2015/6/25,31.85
2015/6/26,32
2015/6/29,31.25
2015/6/30,31.2
2015/7/1,31.2
2015/7/2,31.45
2015/7/3,31.45
2015/7/6,31.25
2015/7/7,31.1
2015/7/8,29.95
2015/7/9,29.5
2015/7/13,30.5
2015/7/14,31.25
2015/7/15,30.6
2015/7/16,31.2
2015/7/17,31
2015/7/20,30.4
2015/7/21,30.1
2015/7/22,29.6
2015/7/23,29.4
2015/7/24,28.6
2015/7/27,27.95
2015/7/28,28.85
2015/7/29,28.4
2015/7/30,28.75
2015/7/31,29
2015/8/3,28.65
2015/8/4,28.65
2015/8/5,28.5
2015/8/6,28.1
2015/8/7,28
2015/8/10,28.85
2015/8/11,29.45
2015/8/12,26.7
2015/8/13,27.35
2015/8/14,27.6
2015/8/17,27.1
2015/8/18,27
2015/8/19,25.9
2015/8/20,25.85
2015/8/21,24.65
2015/8/24,22.2
2015/8/25,22.9
2015/8/26,24
2015/8/27,24.25
2015/8/28,25.35
2015/8/31,25.15
2015/9/1,25.7
2015/9/2,26.4
2015/9/3,26.75
2015/9/4,26.75
2015/9/7,27
2015/9/8,27.5
2015/9/9,28.05
2015/9/10,28.3
2015/9/11,28
2015/9/14,27.8
2015/9/15,28
2015/9/16,28.1
2015/9/17,28.55
2015/9/18,28.8
2015/9/21,28.2
2015/9/22,28.3
2015/9/23,27.7
2015/9/24,27.65
2015/9/25,27.95
2015/9/30,27.9
2015/10/1,28.45
2015/10/2,28.1
2015/10/5,28.5
2015/10/6,29.4
2015/10/7,29.25
2015/10/8,28.8
2015/10/12,29.7
2015/10/13,29.8
2015/10/14,30.7
2015/10/15,30.4
2015/10/16,32.3
2015/10/19,32.05
2015/10/20,32.55
2015/10/21,32.85
2015/10/22,32.75
2015/10/23,32.7
2015/10/26,33.2
2015/10/27,33.35
2015/10/28,33.1
2015/10/29,32.1
2015/10/30,33.1
2015/11/2,33.4
2015/11/3,34
2015/11/4,33.7
2015/11/5,33.55
2015/11/6,33.8
2015/11/9,33.65
2015/11/10,33.45
2015/11/11,33.45
2015/11/12,33.4
2015/11/13,34.55
2015/11/16,35.6
2015/11/17,36.95
2015/11/18,39
2015/11/19,40.75
2015/11/20,42
2015/11/23,41.55
2015/11/24,44.45
2015/11/25,44.5
2015/11/26,41.5
2015/11/27,41.3
2015/11/30,42.6
2015/12/1,42.25
2015/12/2,44.35
2015/12/3,43.4
2015/12/4,44.4
2015/12/7,43.7
2015/12/8,43.2
2015/12/9,42.9
2015/12/10,44.8
2015/12/11,42.3
2015/12/14,44.5
2015/12/15,46.35
2015/12/16,45.1
2015/12/17,46
2015/12/18,47.3
2015/12/21,47.3
2015/12/22,47.75
2015/12/23,47.7
2015/12/24,46.5
2015/12/25,46.45
2015/12/28,46
2015/12/29,45.95
2015/12/30,45.8
2015/12/31,46.95
2016/1/4,45.6
2016/1/5,46.5
2016/1/6,43.75
2016/1/7,43.5
2016/1/8,43.75
2016/1/11,41.15
2016/1/12,43
2016/1/13,42.5
2016/1/14,42.25
2016/1/15,40.5
2016/1/18,42.6
2016/1/19,41.65
2016/1/20,41.6
2016/1/21,41.1
2016/1/22,42
2016/1/25,43.25
2016/1/26,44
2016/1/27,42.9
2016/1/28,42.6
2016/1/29,41.95
2016/1/30,40.65
2016/2/1,41.2
2016/2/2,41.95
2016/2/3,41
2016/2/15,41.4
2016/2/16,41.55
2016/2/17,42.45
2016/2/18,42.15
2016/2/19,42.7
2016/2/22,42.5
2016/2/23,43
2016/2/24,44.2
2016/2/25,43.8
2016/2/26,44.55
2016/3/1,45.3
2016/3/2,45.4
2016/3/3,45.1
2016/3/4,45.1
2016/3/7,44.9
2016/3/8,43.95
2016/3/9,44
2016/3/10,44.25
2016/3/11,43.75
2016/3/14,44.8
2016/3/15,43.9
2016/3/16,43.45
2016/3/17,42.2
2016/3/18,41.75
2016/3/21,44.2
2016/3/22,43.85
2016/3/23,43.95
2016/3/24,43.95
2016/3/25,44.4
2016/3/28,44
2016/3/29,43.6
2016/3/30,47.95
2016/3/31,49.55
2016/4/1,49.2
2016/4/6,51
2016/4/7,50.7
2016/4/8,50
2016/4/11,50.3
2016/4/12,50.7
2016/4/13,51.6
2016/4/14,50.5
2016/4/15,51
2016/4/18,51
2016/4/19,51.5
2016/4/20,49.5
2016/4/21,49.8
2016/4/22,49.1
2016/4/25,54
2016/4/26,51.5
2016/4/27,51.8
2016/4/28,51.5
2016/4/29,51.5
2016/5/3,51.2
2016/5/4,49.7
2016/5/5,48.5
2016/5/6,49
2016/5/9,50
2016/5/10,48.25
2016/5/11,47.75
2016/5/12,48
2016/5/13,49.2
2016/5/16,50.7
2016/5/17,50.5
2016/5/18,49.45
2016/5/19,50.3
2016/5/20,50.2
2016/5/23,52
2016/5/24,51.6
2016/5/25,51.2
2016/5/26,52.7
2016/5/27,52.6
2016/5/30,52.9
2016/5/31,52
2016/6/1,52.6
2016/6/2,51.6
2016/6/3,52
2016/6/4,52
2016/6/6,51.8
2016/6/7,53
2016/6/8,52.3
2016/6/13,54.2
2016/6/14,54.4
2016/6/15,55
2016/6/16,55.9
2016/6/17,56
2016/6/20,58
2016/6/21,58.5
2016/6/22,57.6
2016/6/23,58.6
2016/6/24,57.2
2016/6/27,58.5
2016/6/28,59.9
2016/6/29,59.1
2016/6/30,59.1
2016/7/1,58
2016/7/4,60
2016/7/5,60.1
2016/7/6,60.1
2016/7/7,59.8
2016/7/11,65.7
2016/7/12,66.7
2016/7/13,69.3
2016/7/14,68.2
2016/7/15,68
2016/7/18,70.7
2016/7/19,68.9
2016/7/20,67.5
2016/7/21,68.3
2016/7/22,69.2
2016/7/25,67.9
2016/7/26,67.5
2016/7/27,67.8
2016/7/28,68.6
2016/7/29,69.6
2016/8/1,69.9
2016/8/2,68.6
2016/8/3,68.2
2016/8/4,68.5
2016/8/5,73
2016/8/8,72
2016/8/9,68.8
2016/8/10,70.6
2016/8/11,65.5
2016/8/12,65.5
2016/8/15,69
2016/8/16,67.6
2016/8/17,67.3
2016/8/18,69.1
2016/8/19,68.4
2016/8/22,68.4
2016/8/23,68.9
2016/8/24,70.5
2016/8/25,71.3
2016/8/26,71.6
2016/8/29,73.4
2016/8/30,76.5
2016/8/31,76.5
2016/9/1,75.5
2016/9/2,76
2016/9/5,76.7
2016/9/6,78
2016/9/7,76.6
2016/9/8,79.2
2016/9/9,81.2
2016/9/10,80.5
2016/9/12,83.3
2016/9/13,79.8
2016/9/14,79
2016/9/19,84.9
2016/9/20,83.9
2016/9/21,83.6
2016/9/22,81
2016/9/23,79.8
2016/9/26,80.5
2016/9/29,79.2
2016/9/30,81.5
2016/10/3,80.6
2016/10/4,82.5
2016/10/5,82.1
2016/10/6,82.5
2016/10/7,82.5
2016/10/11,82.5
2016/10/12,80.9
2016/10/13,80.4
2016/10/14,81.3
2016/10/17,83
2016/10/18,82.5
2016/10/19,82.8
2016/10/20,83.1
2016/10/21,81.5
2016/10/24,82.8
2016/10/25,87
2016/10/26,87.7
2016/10/27,90.1
2016/10/28,89.6
2016/10/31,90.9
2016/11/1,89
2016/11/2,84
2016/11/3,81.5
2016/11/4,83.9
2016/11/7,86
2016/11/8,85.7
2016/11/9,80.5
2016/11/10,86.2
2016/11/11,82.2
2016/11/14,85.3
2016/11/15,83.4
2016/11/16,86.5
2016/11/17,88
2016/11/18,87.5
2016/11/21,86.9
2016/11/22,87.3
2016/11/23,88
2016/11/24,87.8
2016/11/25,87.7
2016/11/28,85.4
2016/11/29,86.4
2016/11/30,85
2016/12/1,82.2
2016/12/2,77.9
2016/12/5,77.1
2016/12/6,77.5
2016/12/7,76.2
2016/12/8,79.3
2016/12/9,78.9
2016/12/12,75.3
2016/12/13,77.9
2016/12/14,77.2
2016/12/15,78
2016/12/16,77.4
2016/12/19,75.1
2016/12/20,72.3
2016/12/21,72.5
2016/12/22,73.1
2016/12/23,72
2016/12/26,71.9
2016/12/27,74
2016/12/28,73.8
2016/12/29,73.1
2016/12/30,73.6
2017/1/3,74.5
2017/1/4,74.7
2017/1/5,76.4
2017/1/6,76.1
2017/1/9,74.6
2017/1/10,76.7
2017/1/11,78.7
2017/1/12,78.7
2017/1/13,79.2
2017/1/16,78.1
2017/1/17,79.5
2017/1/18,76.6
2017/1/19,75.5
2017/1/20,73.8
2017/1/23,74.8
2017/1/24,75.6
2017/2/2,73.8
2017/2/3,74.2
2017/2/6,75
2017/2/7,74.1
2017/2/8,74.4
2017/2/9,73.9
2017/2/10,74.5
2017/2/13,74.4
2017/2/14,74
2017/2/15,73.7
2017/2/16,72.6
2017/2/17,71.6
2017/2/18,71.3
2017/2/20,72.2
2017/2/21,72.1
2017/2/22,73
2017/2/23,71.8
2017/2/24,71.1
2017/3/1,69.3
2017/3/2,70.8
2017/3/3,71
2017/3/6,70.4
2017/3/7,71
2017/3/8,70.2
2017/3/9,70.3
2017/3/10,70.7
2017/3/13,71.3
2017/3/14,70.8
2017/3/15,70.4
2017/3/16,70.7
2017/3/17,71.3
2017/3/20,70.8
2017/3/21,72.1
2017/3/22,72.7
2017/3/23,72.3
2017/3/24,72.8
2017/3/27,72.7
2017/3/28,70.9
2017/3/29,71.5
2017/3/30,71.5
2017/3/31,70.6
2017/4/5,70.8
2017/4/6,69.9
2017/4/7,67.4
2017/4/10,66.2
2017/4/11,65.5
2017/4/12,63.2
2017/4/13,63.4
2017/4/14,63
2017/4/17,62.9
2017/4/18,62.6
2017/4/19,60.1
2017/4/20,60.2
2017/4/21,60.6
2017/4/24,60.1
2017/4/25,60.6
2017/4/26,60.9
2017/4/27,59.9
2017/4/28,60.5
2017/5/2,63.3
2017/5/3,62.2
2017/5/4,62.1
2017/5/5,62.2
2017/5/8,62.5
2017/5/9,63.3
2017/5/10,63.5
2017/5/11,65
2017/5/12,69.4
2017/5/15,71.4
2017/5/16,70.5
2017/5/17,70.3
2017/5/18,70.2
2017/5/19,70
2017/5/22,69.3
2017/5/23,68.5
2017/5/24,69.3
2017/5/25,69.9
2017/5/26,70.8
2017/5/31,70
2017/6/1,70.6
2017/6/2,70
2017/6/3,70.8
2017/6/5,71
2017/6/6,71.4
2017/6/7,70.4
2017/6/8,70.9
2017/6/9,70.3
2017/6/12,69.5
2017/6/13,69.6
2017/6/14,68.1
2017/6/15,69.4
2017/6/16,69.2
2017/6/19,70.3
2017/6/20,70.4
2017/6/21,70.5
2017/6/22,70.8
2017/6/23,70.9
2017/6/26,72.4
2017/6/27,72
2017/6/28,70.9
2017/6/29,71.3
2017/6/30,70.7
2017/7/3,70.5
2017/7/4,70.2
2017/7/5,71.5
2017/7/6,71.8
2017/7/7,71.7
2017/7/10,71.6
2017/7/11,76.2
2017/7/12,76.2
2017/7/13,77.3
2017/7/14,77.4
2017/7/17,76
2017/7/18,76.1
2017/7/19,77
2017/7/20,77.6
2017/7/21,77.4
2017/7/24,77.7
2017/7/25,79.7
2017/7/26,79.5
2017/7/27,79.2
2017/7/28,79.3
2017/7/31,78.4
2017/8/1,79.9
2017/8/2,79.5
2017/8/3,79.2
2017/8/4,79.2
2017/8/7,80.3
2017/8/8,80.7
2017/8/9,79.4
2017/8/10,76.9
2017/8/11,76.2
2017/8/14,75.6
2017/8/15,74.9
2017/8/16,69.4
2017/8/17,70.9
2017/8/18,69.3
2017/8/21,68.2
2017/8/22,68.9
2017/8/23,68.7
2017/8/24,68.9
2017/8/25,68.8
2017/8/28,68.2
2017/8/29,69
2017/8/30,69
2017/8/31,68.7
2017/9/1,68.9
2017/9/4,68.2
2017/9/5,66.8
2017/9/6,65.6
2017/9/7,66.7
2017/9/8,66.8
2017/9/11,67
2017/9/12,67.9
2017/9/13,67
2017/9/14,66.5
2017/9/15,66.2
2017/9/18,67
2017/9/19,65.7
2017/9/20,65.6
2017/9/21,66.1
2017/9/22,64.1
2017/9/25,62.3
2017/9/26,61.2
2017/9/27,61.7
2017/9/28,66.4
2017/9/29,65.2
2017/9/30,65.6
2017/10/2,65.8
2017/10/3,65.8
2017/10/5,65.8
2017/10/6,64.7
2017/10/11,64.4
2017/10/12,64.4
2017/10/13,64
2017/10/16,68.7
2017/10/17,71.3
2017/10/18,71.4
2017/10/19,72.4
2017/10/20,74.5
2017/10/23,73.8
2017/10/24,74.1
2017/10/25,73.1
2017/10/26,73.6
2017/10/27,71.5
2017/10/30,71.9
2017/10/31,73.5
2017/11/1,73.7
2017/11/2,74.1
2017/11/3,72.9
2017/11/6,74.1
2017/11/7,74.2
2017/11/8,75.1
2017/11/9,77.5
2017/11/10,77.5
2017/11/13,74.8
2017/11/14,73.3
2017/11/15,74.8
2017/11/16,74
2017/11/17,74
2017/11/20,74
2017/11/21,74.6
2017/11/22,73.4
2017/11/23,75.2
2017/11/24,74.9
2017/11/27,73.6
2017/11/28,75
2017/11/29,74
2017/11/30,73.3
2017/12/1,70.9
2017/12/4,69.8
2017/12/5,69.1
2017/12/6,70
2017/12/7,68.6
2017/12/8,72.2
2017/12/11,74
2017/12/12,74.1
2017/12/13,74.5
2017/12/14,73.6
2017/12/15,73.3
2017/12/18,72
2017/12/19,74.3
2017/12/20,75
2017/12/21,74.3
2017/12/22,74.7
2017/12/25,75
2017/12/26,73
2017/12/27,74.7
2017/12/28,75.6
2017/12/29,76.6
2018/1/2,79.9
2018/1/3,85
2018/1/4,86.2
2018/1/5,88.6
2018/1/8,88.7
2018/1/9,88.1
2018/1/10,85.1
2018/1/11,89.6
2018/1/12,87.6
2018/1/15,87.3
2018/1/16,89.9
2018/1/17,92.3
2018/1/18,89.9
2018/1/19,90
2018/1/22,89.8
2018/1/23,90.6
2018/1/24,92.4
2018/1/25,93.4
2018/1/26,95.4
2018/1/29,104.5
2018/1/30,96.7
2018/1/31,96.3
2018/2/1,94.7
2018/2/2,94.6
2018/2/5,89.9
2018/2/6,83.9
2018/2/7,87.4
2018/2/8,88.1
2018/2/9,85.4
2018/2/12,85.4
2018/2/21,89.2
2018/2/22,85
2018/2/23,86
2018/2/26,87.5
2018/2/27,85.5
2018/3/1,89.9
2018/3/2,87.1
2018/3/5,86
2018/3/6,87.2
2018/3/7,90.9
2018/3/8,90.1
2018/3/9,90.1
2018/3/12,90
2018/3/13,89.3
2018/3/14,89
2018/3/15,90.8
2018/3/16,90.5
2018/3/19,89.5
2018/3/20,89
2018/3/21,92.8
2018/3/22,94.5
2018/3/23,90.1
2018/3/26,97.3
2018/3/27,98.5
2018/3/28,97.8
2018/3/29,97.7
2018/3/30,95.6
2018/3/31,95.2
2018/4/2,101.5
2018/4/3,101.5
2018/4/9,99.3
2018/4/10,98.6
2018/4/11,100.5
2018/4/12,100.5
2018/4/13,100.5
2018/4/16,95.8
2018/4/17,95
2018/4/18,94
2018/4/19,95
2018/4/20,95.2
2018/4/23,96
2018/4/24,92
2018/4/25,88.9
2018/4/26,90.2
2018/4/27,93.6
2018/4/30,93.4
2018/5/2,94.1
2018/5/3,97
2018/5/4,97.4
2018/5/7,99.1
2018/5/8,98.4
2018/5/9,100
2018/5/10,103
2018/5/11,102.5
2018/5/14,110.5
2018/5/15,111.5
2018/5/16,114
2018/5/17,118.5
2018/5/18,122
2018/5/21,124
2018/5/22,126
2018/5/23,129.5
2018/5/24,128.5
2018/5/25,124.5
2018/5/28,124.5
2018/5/29,127
2018/5/30,121
2018/5/31,125
2018/6/1,126.5
2018/6/4,123.5
2018/6/5,124.5
2018/6/6,123
2018/6/7,115
2018/6/8,112.5
2018/6/11,117
2018/6/12,115
2018/6/13,112
2018/6/14,109
2018/6/15,107.5
2018/6/19,114.5
2018/6/20,106
2018/6/21,104.5
2018/6/22,100
2018/6/25,98.8
2018/6/26,99.8
2018/6/27,96.2
2018/6/28,96.4
2018/6/29,94.2
2018/7/2,94.3
2018/7/3,96
2018/7/4,92.5
2018/7/5,93.3
2018/7/6,98.2
2018/7/9,95
2018/7/10,97.6
2018/7/11,98.2
2018/7/12,96.2
2018/7/13,101
2018/7/16,100.5
2018/7/17,97.5
2018/7/18,105
2018/7/19,101
2018/7/20,98.9
2018/7/23,103
2018/7/24,110
2018/7/25,107
2018/7/26,106.5
2018/7/27,108
2018/7/30,103
2018/7/31,105
2018/8/1,110.5
2018/8/2,106.5
2018/8/3,105.5
2018/8/6,104.5
2018/8/7,101.5
2018/8/8,107
2018/8/9,104
2018/8/10,104
2018/8/13,100.5
2018/8/14,100
2018/8/15,99.7
2018/8/16,99.5
2018/8/17,100.5
2018/8/20,99.5
2018/8/21,99.9
2018/8/22,95.8
2018/8/23,100
2018/8/24,99.2
2018/8/27,104
2018/8/28,104.5
2018/8/29,107
2018/8/30,104.5
2018/8/31,106.5
2018/9/3,107.5
2018/9/4,107.5
2018/9/5,105
2018/9/6,100.5
2018/9/7,97.3
2018/9/10,93.6
2018/9/11,89.8
2018/9/12,86.5
2018/9/13,85.3
2018/9/14,88.7
2018/9/17,89.4
2018/9/18,85.9
2018/9/19,87
2018/9/20,85.8
2018/9/21,83.4
2018/9/25,84.6
2018/9/26,84.3
2018/9/27,82.5
2018/9/28,82.5
2018/10/1,84.1
2018/10/2,83.8
2018/10/3,83
2018/10/4,82.1
2018/10/5,77.8
2018/10/8,80.2
2018/10/9,77.4
2018/10/11,74.4
2018/10/12,76.1
2018/10/15,74.9
2018/10/16,75.2
2018/10/17,74.6
2018/10/18,71.6
2018/10/19,70.3
2018/10/22,70.5
2018/10/23,68
2018/10/24,68.7
2018/10/25,65.5
2018/10/26,65.5
2018/10/29,66.7
2018/10/30,64.8
2018/10/31,68.3
2018/11/1,70.5
2018/11/2,72.9
2018/11/5,73.7
2018/11/6,72.4
2018/11/7,74.8
2018/11/8,73.9
2018/11/9,73.5
2018/11/12,74.6
2018/11/13,72.8
2018/11/14,72.9
2018/11/15,70
2018/11/16,64.2
2018/11/19,65.5
2018/11/20,66.5
2018/11/21,65
2018/11/22,66.6
2018/11/23,66.6
2018/11/26,66
2018/11/27,64.4
2018/11/28,67.8
2018/11/29,70.7
2018/11/30,72.5
2018/12/3,75.2
2018/12/4,74.2
2018/12/5,71.4
2018/12/6,68.6
2018/12/7,70.6
2018/12/10,69.1
2018/12/11,67.5
2018/12/12,68.6
2018/12/13,69.1
2018/12/14,69.5
2018/12/17,68.4
2018/12/18,69.8
2018/12/19,69.3
2018/12/20,67.9
2018/12/21,69.9
2018/12/22,70.1
2018/12/24,74.7
2018/12/25,75.5
2018/12/26,72.3
2018/12/27,76.6
2018/12/28,76.4
2019/1/2,77
2019/1/3,74.5
2019/1/4,74.8
2019/1/7,79.4
2019/1/8,77.4
2019/1/9,77.8
2019/1/10,77.2
2019/1/11,75.7
2019/1/14,76.4
2019/1/15,77.7
2019/1/16,77.1
2019/1/17,79
2019/1/18,78.7
2019/1/21,78.3
2019/1/22,77.4
2019/1/23,76.6
2019/1/24,75.6
2019/1/25,77.1
2019/1/28,77.4
2019/1/29,74.4
2019/1/30,74.1
2019/2/11,75.8
2019/2/12,78.8
2019/2/13,81.1
2019/2/14,83
2019/2/15,83
2019/2/18,82.2
2019/2/19,82.5
2019/2/20,84.6
2019/2/21,83.7
2019/2/22,83.2
2019/2/25,83.5
2019/2/26,82.3
2019/2/27,81.8
2019/3/4,84.5
2019/3/5,83.9
2019/3/6,83.9
2019/3/7,82.1
2019/3/8,83.4
2019/3/11,82.6
2019/3/12,82
2019/3/13,81.9
2019/3/14,80.4
2019/3/15,80.5
2019/3/18,81.6
2019/3/19,82.9
2019/3/20,82.9
2019/3/21,84.3
2019/3/22,85.6
2019/3/25,83.5
2019/3/26,83.4
2019/3/27,82.9
2019/3/28,82.2
2019/3/29,86.5
2019/4/1,87.9
